198.78468594, 245.013428805
204.104342039, 245.237369563
166.084696202, 254.936605035
234.073633691, 342.173921377
244.882284828, 330.328467468
191.517808357, 244.65800496
252.961124488, 288.360590056
200.243413389, 244.00053864
252.43717809, 312.01798747
180.707698773, 248.494591416
233.073633691, 342.173921377
219.202565225, 247.84478171
171.780587198, 346.792296102
203.162638894, 245.091005152
254.578245902, 306.79816698
190.076325289, 353.097325999
232.691463647, 256.527189218
242.621493276, 333.498736161
240.159545855, 337.57939431
237.108074751, 339.658222839
254.449821257, 292.240040908
179.251016841, 351.332033509
170.281978083, 345.280008355
246.178317962, 327.270237252
222.768291847, 349.599075623
145.039196254, 288.358963438
235.680358022, 339.982329551
195.351468502, 353.87885037
225.795322125, 250.968648653
188.599509893, 244.992317162
159.510820382, 337.283216859
238.826489278, 261.067813775
146.191097512, 284.630555702
237.042893928, 259.345061684
149.089730431, 322.107682523
176.230213031, 348.598359121
169.284768299, 252.718200068
161.958331606, 259.343945069
145.421549197, 305.796521751
145.174427277, 295.623177458
155.67672321, 265.116468777
225.367677131, 348.267438328
147.191097512, 284.630555702
174.489412213, 348.725864905
228.478757376, 252.947259609
203.162638894, 245.091005152
150.386738975, 324.724518509
152.851065901, 269.078838901
238.458794356, 259.68179637
234.209212375, 256.747054967
150.386738975, 325.724518509
180.162787149, 350.673585244
222.329845404, 250.19319009
148.080325265, 317.147930335
193.411136937, 354.715305077
152.851065901, 269.078838901
253.784684398, 304.861929187
241.144264379, 262.501376619
237.400076655, 340.326595023
180.707698773, 247.494591416
245.927105925, 271.314694885
254.739664992, 293.654995176
172.360062447, 251.449670326
210.830789782, 353.712497737
170.694183882, 252.45787777
164.166160782, 342.562937461
241.464623989, 336.13426293
194.411136937, 354.715305077
246.178317962, 328.270237252
164.925064875, 342.17289423
147.328728582, 284.165317583
214.135577525, 247.123594175
167.474667372, 344.352031943
250.244127756, 318.975969826
238.804130436, 338.977422453
211.356522614, 245.185230706
243.207650284, 332.721302791
245.670487905, 329.100954602
216.917971804, 351.999483521
177.446326989, 349.600782402
224.207866237, 249.613977562
235.209212375, 256.747054967
150.386738975, 325.724518509
232.916632046, 254.937597265
249.90957298, 323.109187025
170.938836598, 347.302971456
149.29692872, 275.449953178
250.111481113, 321.668027277
228.478757376, 251.947259609
219.202565225, 248.84478171
164.792061329, 256.745993627
200.243413389, 244.00053864
168.470147462, 253.251468832
177.553973003, 349.211312192
179.798976825, 248.84417274
222.88958356, 249.989331494
247.427537976, 272.149889739
246.913107057, 271.993812336
224.940876146, 251.501845965
161.542390883, 260.680637073
